DAY,MAXB-MINB
0,0.1321925113928203
1,0.12257351523999999
2,0.20370365629673848
3,0.15517632448256724
4,0.16738670576575015
5,0.09614504409285618
6,0.14487888969330515
7,0.1238350271277297
8,0.1708589406606601
9,0.24124201178936155
10,0.182947008036687
11,0.1760554632356836
12,0.1374515421008548
13,0.16700598324146493
14,0.13563348008524773
15,0.13156855119317395
16,0.13976694225045616
17,0.1704380932934027
18,0.17655820922969068
19,0.19540400619434317
20,0.14121435142241856
21,0.1264908107183339
22,0.13158413786048556
23,0.1815220138082575
24,0.14997389001711342
25,0.17326510200580786
26,0.1828522639084385
27,0.15402785164329125
28,0.13458727140043664
29,0.173440041291832
30,0.14170436989143181
31,0.12263068037177338
32,0.15898647232741064
33,0.11954464957484151
34,0.19106029695027504
35,0.1257787131170573
36,0.15816599395058467
37,0.14453474970627295
38,0.14599121520891123
39,0.1868682164042953
40,0.20043537458304123
41,0.1893354669361686
42,0.1551433288868584
43,0.11790808681008191
44,0.12047160838685028
45,0.1599030757010616
46,0.12877099631150102
47,0.1298069784535621
48,0.12963849887824908
49,0.16507623423985845
50,0.1846106393007539
51,0.14433233441251636
52,0.14407420437789886
53,0.15880349706966568
54,0.1560849828142571
55,0.13792132016126563
56,0.15013953602012442
57,0.14547482178092203
58,0.1920001952682474
59,0.15696365353166963
60,0.1357254794180492
61,0.1556476279841012
62,0.1622470868321087
63,0.14220666442992574
64,0.13236442099200146
65,0.15143207506466805
66,0.1421579728417645
67,0.17082884225075606
68,0.144083698196655
69,0.16030741429640527
70,0.20523457904573517
71,0.19861230832051013
72,0.13272698948225753
73,0.14351218180325964
74,0.15972745409530004
75,0.15252538526518167
76,0.14302972816217824
77,0.16800798168473674
78,0.14316160062221578
79,0.13272698948225753
80,0.13573078590827198
81,0.18461063930075394
82,0.14369594107264994
83,0.179824440007414
84,0.17136835917308185
85,0.1770219789839506
86,0.163595848394619
87,0.1260573351409363
88,0.1482985986138965
89,0.1298851017086568
90,0.1502152980475704
91,0.16396985976302525
92,0.15145310791642258
93,0.16168671007274926
94,0.17566065554780452
95,0.15265925111890594
96,0.15326792928356642
97,0.12842556338296413
98,0.17814969395572744
99,0.19650647804969634
100,0.15130613107936858
101,0.1353936566463675
102,0.1406550147889351
103,0.14418148363129207
104,0.1574687435986033
105,0.15876558888450037
106,0.1846561857099382
107,0.1623857114844996
108,0.15128385807218414
109,0.15849458096910107
110,0.19796705315361834
111,0.20112256868264017
112,0.19102768391501218
113,0.17620281854980335
114,0.18755629180834554
115,0.16373454678164168
116,0.1513454301892848
117,0.18218470417136345
118,0.22653820392448604
119,0.1914742443141707
120,0.15727520103074571
121,0.16946895459910627
122,0.13979750820311737
123,0.11272709127474251
124,0.13470135633391972
125,0.14394055810676243
126,0.2007591214855986
127,0.13308745891706641
128,0.15505782444395044
129,0.18984696564652453
130,0.1637345467816418
131,0.13409807890967623
132,0.1893671249277315
133,0.1931628352377714
134,0.1692187180431971
135,0.17110639450570808
136,0.2046225392706364
137,0.17921221333527732
138,0.13007196381411323
139,0.16800655073401516
140,0.20224715212324196
141,0.2317859857859706
142,0.1787567118133509
143,0.1819031503438967
144,0.1878713333315778
145,0.2165045618619219
146,0.20084934971948276
147,0.1949698751109482
148,0.16097740562495355
149,0.15562393964378335
150,0.21022044519302224
151,0.18678896044852505
152,0.15959401355248976
153,0.14518568922760167
154,0.19993140985509178
155,0.15264238388845291
156,0.16526814602562862
157,0.15328828470135658
158,0.15742192670322847
159,0.15762725790759097
160,0.17400836675977854
161,0.20557083247718255
162,0.16067614536204772
163,0.19384886724356176
164,0.18193295149079025
165,0.17232431849544194
166,0.1269646150991045
167,0.21746599795094596
168,0.22536204062389237
169,0.1613868554373744
170,0.12134763065111459
171,0.1286172487918602
172,0.2028468386998442
173,0.12628228411346476
174,0.14329419261056164
175,0.16142805932618026
176,0.14524840652268228
177,0.1366331450654374
178,0.1713315541798618
179,0.11667711662927932
180,0.1779790815698788
181,0.14772407541869986
182,0.20807328843692224
183,0.19606186241506607
184,0.1901693706453076
185,0.23906475147816403
186,0.20788702044743934
187,0.16376552988205234
188,0.15166994284559643
189,0.13018361060151068
190,0.13326522136540764
191,0.16717112005263224
192,0.11451628995372398
193,0.11536370412830188
194,0.14678513916361696
195,0.15961033890894155
196,0.13271477853996927
197,0.13458727140043658
198,0.15431526836685727
199,0.14296352251974082
200,0.16445583391266005
201,0.13904897221605778
202,0.18402430962999988
203,0.14584138775507655
204,0.13470111760788006
205,0.20994809844146156
206,0.19794519830067386
207,0.14125497620614125
208,0.14713554095401282
209,0.12538818188775935
210,0.1519535770782925
211,0.16065420421563126
212,0.19338322331442953
213,0.20162300671232508
214,0.18334378856239053
215,0.1133419237232729
216,0.14487888969330526
217,0.1783828298245394
