day,slope: CO2 vs. MW,intercept,r_val,p_val,error
333,0.314193572669,41635.567522,0.717435232019,1.89521217544e-07,0.0494905165866
334,0.310113506367,42427.5081751,0.701429183885,4.61291067169e-07,0.0511182135993
335,0.262793471058,43702.533748,0.49574203817,0.00114259995581,0.074683000301
336,0.403570198104,11685.3195,0.880478497431,6.98153479062e-14,0.0352505374908
337,0.45701172492,28.3947638637,0.602653082655,3.87193118761e-05,0.0981686564611
338,0.335317297005,36058.7027955,0.766124937989,8.3492421649e-09,0.0456317609178
339,0.439551775191,4739.57785521,0.84985877253,4.02617343411e-12,0.0442171499244
340,0.325666458499,30203.4218805,0.719276596625,1.70426057781e-07,0.0510267007958
341,0.470102200507,-2554.99611922,0.856822685199,1.74059474403e-12,0.045891457685
342,0.245720036241,45196.7929359,0.576484087088,9.89363174902e-05,0.0564990454799
343,0.348671534901,22254.0777381,0.886062711815,2.95814751122e-14,0.0295917901519
344,0.214314777149,67730.7358284,0.628906893585,1.38517038563e-05,0.0429797156123
345,0.287549279247,41523.1773377,0.590910940632,5.95806112605e-05,0.0636839981117
346,0.264214465422,47005.2312564,0.471350047308,0.00214014503515,0.0801979635228
347,0.436759740869,8335.39751931,0.877325297235,1.1128432059e-13,0.0387558639359
348,0.399664278536,18560.0189086,0.806364646483,3.38069343687e-10,0.0475518146673
349,0.163645201066,69571.2338248,0.453080529815,0.00332627095027,0.0522327161392
350,0.302715700804,34934.9890684,0.626437692177,1.53190469621e-05,0.0611034184556
351,0.128718891938,79233.2255235,0.287180716473,0.0723743093227,0.0696473668835
352,0.302700868657,37910.1298048,0.611464847999,2.77036397213e-05,0.0635442049523
353,0.426861247681,10396.8073321,0.709555172463,2.95834621025e-07,0.0687673272045
354,0.363682922127,27071.6655038,0.617501042885,2.18976895976e-05,0.075150318671
355,0.179068316213,69457.2190573,0.682284318278,1.24260891341e-06,0.0311265212533
356,0.307653451624,30166.8333539,0.767495484874,7.56545211146e-09,0.0416858840716
357,0.32436783084,25923.4038439,0.834899354776,2.13212839913e-11,0.0346890464619
358,0.378403005394,15698.848661,0.930175616401,3.99415820889e-18,0.0242270087251
359,0.365220164629,18070.1509885,0.911033212867,3.36423286601e-16,0.0268149388318
360,0.319604290613,27075.9845365,0.802875932521,4.59351212559e-10,0.0384968424535
361,0.272392135128,37440.5372287,0.741308193069,4.46885041156e-08,0.040006736373
362,0.0907335591679,83922.9539487,0.216522509053,0.179606502612,0.0663661209479
363,0.198757901865,57245.0712072,0.52435066661,0.000514644466053,0.0523596421281
364,0.325839351997,27003.2405387,0.702808299317,4.28235200866e-07,0.0535027458686
365,0.145524404143,67013.3151375,0.355839783418,0.0242282554286,0.0619998539234
