day,slope: CO2 vs. MW,intercept,r_val,p_val,error
282,0.51613715035,-14921.8018544,0.95803221362,3.21237540051e-22,0.025053081812
283,0.506574383204,-12000.0979355,0.964199675375,1.65419311037e-23,0.0226006403805
284,0.458878217944,887.622295351,0.924445563858,1.699132968e-17,0.0307048586087
285,0.563326571563,-27999.0452954,0.943103687875,9.14774262192e-20,0.0322180345041
286,0.455103215677,702.621079623,0.910927768008,3.43757499764e-16,0.0334370125404
287,0.500257980381,-10230.3527298,0.955763857861,8.56244382178e-22,0.0249745949864
288,0.518952897457,-15466.8838053,0.973747191958,4.95486943532e-26,0.0196799308718
289,0.504779755313,-10777.8079142,0.958360086348,2.77554775598e-22,0.0243995938468
290,0.559951501615,-29570.4693796,0.971751641854,1.95911949029e-25,0.0220610431049
291,0.528931779185,-18908.5645856,0.976229117222,7.67141498568e-27,0.0190501064985
292,0.526831929933,-18244.7178217,0.957445008086,4.16157529543e-22,0.0257624102744
293,0.422872118272,8395.35235894,0.915609398501,1.28478536593e-16,0.030123645751
294,0.420531232653,8918.84717944,0.907144130646,7.3260890612e-16,0.0316465667106
295,0.283960351849,43246.6002783,0.712777782825,2.47018565512e-07,0.0453284927853
296,0.380826982761,18910.600492,0.824683787936,6.06898158389e-11,0.0423694964475
297,0.406551609498,12427.9849132,0.886928478707,2.57910197419e-14,0.0343470643404
298,0.476727523663,-3809.3164426,0.902594312155,1.74558490041e-15,0.0368851107285
299,0.495907487722,-8491.59035124,0.943596069031,7.78879617935e-20,0.0282280213149
300,0.460913013906,553.654913066,0.936711271466,6.53905506399e-19,0.0279458324981
301,0.488119264947,-8143.90778774,0.907457891255,6.88904348741e-16,0.0366610453362
302,0.5125909045,-13683.92999,0.942408704641,1.14510774729e-19,0.0295113135109
303,0.49725932885,-9096.18033191,0.927961701791,7.0876396754e-18,0.0323960463861
304,0.447207215607,4016.16876379,0.939503011353,2.84394484261e-19,0.0264503202835
305,0.447207215607,4016.16876379,0.939503011353,2.84394484261e-19,0.0264503202835
306,0.448141982999,3644.83600141,0.934732584019,1.15339465612e-18,0.0276372694992
307,0.307371939168,36478.6727935,0.677531641963,1.57128750596e-06,0.0541279712563
308,0.367282896092,22178.1846807,0.800976819574,5.41399361476e-10,0.0445343226044
309,0.539262338581,-22700.7708177,0.961792255064,5.57851397828e-23,0.0249017132431
310,0.539262338581,-22700.7708177,0.961792255064,5.57851397828e-23,0.0249017132431
311,0.479237699591,-4393.58873966,0.935038247211,1.05782170068e-18,0.0294783685799
